country,client_ip,gender,age,income,is_banned,requested_file
0,15135181166,1,0,6,0,3875
175,19435174242,1,5,3,0,5889
190,10810561,0,5,6,0,3587
160,194170133152,1,7,0,0,652
86,22612913120,1,5,6,0,8996
175,1943517491,1,0,3,0,6271
144,555754227,0,7,0,0,8835
110,1353062189,1,7,4,0,1024
15,79732857,1,7,6,0,8321
66,1221919345,0,6,6,0,9655
39,239172468,0,6,4,0,1002
145,130122112155,1,4,5,0,4196
69,1651281249,0,2,1,0,8745
52,14123324891,0,0,5,0,1674
85,9917823032,1,4,1,0,4125
146,2415365170,1,0,5,0,9249
143,144103172143,1,6,2,0,4715
193,2352272218,1,2,6,0,3074
102,24157121238,0,0,6,0,449
52,141233248143,1,4,0,0,4134
123,22316818760,0,6,7,0,6994
100,82183379,0,0,0,0,935
90,1701189664,1,6,6,0,7651
113,111242847,1,2,4,0,6909
159,136163207169,1,4,2,0,5283
168,14657226162,0,4,4,0,6676
120,147173238221,0,5,6,0,4789
57,208159620,0,4,2,0,1596
17,19418635,0,5,5,0,9559
143,144103172215,0,7,1,0,8872
44,59746156,0,4,2,0,1173
121,787525442,1,0,5,0,7158
132,17515524087,1,4,7,0,1107
179,17552197100,0,2,5,0,3091
149,1462027928,0,0,6,0,3765
129,135117103234,1,4,3,0,2279
115,19917319441,1,5,3,0,2637
126,47933888,1,5,6,0,5711
158,22723417558,1,0,6,0,4130
96,24387127123,0,0,6,0,8472
98,2523220486,0,6,1,0,1304
196,2254841191,0,2,3,1,6089
26,5538110139,1,0,5,0,6628
71,5717023254,1,2,7,0,4452
38,126216165232,1,7,3,0,2909
50,2344385213,1,7,1,0,5549
19,3317093113,1,1,1,0,6529
26,1242284858,0,7,6,0,4721
59,16859138102,0,6,1,0,9773
120,62213237,0,1,1,0,6577
147,20814254163,1,6,4,0,4813
10,1816218942,0,5,3,0,391
120,812409849,1,2,3,0,4635
157,58160173127,0,7,2,0,3301
63,195205041,1,0,4,0,6379
133,119016824,1,6,7,0,2249
126,661042187,0,7,0,0,1572
154,1010822238,0,3,4,0,9174
20,81138137102,1,2,4,0,679
175,19435174204,1,1,4,0,4103
169,1651718016,1,3,4,0,3126
151,138211224213,1,1,6,0,7474
104,1466969199,0,0,7,0,21
60,2361258193,1,2,3,0,5963
77,179199189132,1,3,1,0,1625
186,485213126,1,2,6,0,9066
156,7210440231,0,5,4,0,8079
10,18162189246,0,7,2,0,3338
170,1416116082,1,6,4,1,2669
107,8020100176,0,2,3,0,8358
31,20111670202,0,2,4,0,1760
26,353114394,0,6,3,0,7501
117,189180246101,0,1,2,0,582
22,14319140104,0,4,0,0,2499
144,178354923,1,2,0,0,1630
183,23613918991,1,7,2,0,7128
38,126216165248,1,6,7,0,8666
51,221153152187,1,6,3,0,6427
44,4919061195,1,3,7,0,5036
71,5717023226,1,3,1,0,6940
119,1501924555,1,6,4,0,1582
99,11439177,1,2,0,0,4655
85,871078870,1,0,2,0,6667
79,166411471,1,7,4,1,1625
32,781953841,1,1,2,0,6646
152,2146018351,0,7,7,0,3483
155,244222137110,1,4,0,0,995
152,13912317131,1,3,2,0,95
37,16425433214,0,7,0,0,9553
52,2050222244,0,7,5,0,8935
180,1692392691,1,3,0,0,8882
183,238199164173,0,5,6,0,3631
97,18620772226,0,3,1,1,7418
161,64210156212,1,0,0,0,5110
113,20056201130,0,0,0,0,8984
70,5775119111,0,6,4,0,3987
138,2212114489,1,3,7,0,8713
27,18313924598,1,3,6,0,3128
177,19119613181,0,5,6,0,6886
150,160146180140,1,7,2,0,1234
144,178354918,1,7,3,0,8567
157,58160173148,0,0,5,0,941
134,215186154127,1,4,4,0,990
127,138385168,0,3,2,1,7991
132,621157136,1,3,0,0,2000
184,18412025197,0,4,2,0,9367
35,88932535,1,5,3,0,3330
25,902362239,0,6,7,0,8335
13,241184105169,1,2,2,0,3697
23,2278714493,1,4,0,0,7855
187,7816824147,1,4,7,0,2280
14,203239155168,0,3,0,0,7728
42,16510549153,1,6,1,0,1940
98,769710039,0,1,5,0,6581
30,13980247198,0,1,7,0,6057
39,2391724673,1,7,4,0,5944
156,1957610206,0,6,0,0,2704
161,643244253,1,3,5,0,4904
51,49251218125,0,1,6,0,5906
37,62179100179,1,6,0,0,4399
23,24054139234,1,4,1,0,7951
116,18017672206,1,1,4,0,1186
133,104586227,0,3,4,0,7760
105,113131142214,1,7,0,0,1259
135,211207208201,0,2,0,0,6644
48,178869581,1,4,6,0,6279
85,124243121144,1,5,4,0,9663
170,1948416139,0,4,2,1,7956
26,5538110197,1,6,5,0,3384
178,22521024627,0,5,5,0,5491
113,17214949111,1,7,3,0,3140
77,179199189108,0,2,3,0,5491
153,11485200150,1,2,3,0,8896
36,13027240224,1,5,0,0,659
116,18017672122,1,0,1,0,2542
169,16517180114,0,4,4,0,1527
62,952229772,0,2,0,0,5660
116,5919029114,0,1,3,0,1277
10,18162189216,0,5,0,0,8187
32,236168249110,0,4,2,0,8576
168,745174240,1,7,3,0,1918
192,1631311304,1,0,5,0,3575
111,3318716468,0,7,5,0,1958
176,2011191637,0,7,4,0,2155
73,82235253187,0,0,4,0,6572
148,3520838121,0,0,1,0,8054
2,16983122193,0,0,5,0,495
23,156116104245,1,7,4,0,8087
14,598202252,0,5,1,0,6594
75,9416221195,1,1,5,0,6281
188,147245176124,0,4,3,0,5076
137,22810999246,0,6,1,0,1162
29,41124994,0,7,0,0,7307
192,20312618175,0,4,2,0,8700
14,203239155122,1,2,2,0,864
65,2111578679,0,6,4,0,6404
50,2344385198,0,4,6,0,7354
127,1724914665,1,3,0,1,1284
151,343844241,1,7,7,0,797
38,12621616540,1,3,7,0,3023
51,40124111178,1,2,7,0,6895
21,24520320389,0,7,5,0,1320
87,223313219,0,2,6,0,3232
131,14919015378,0,3,7,0,5293
117,189180246197,0,2,4,0,9142
21,13911114769,0,4,3,0,5462
33,160232212127,1,4,0,0,5303
19,18222152113,0,5,5,0,2210
39,84185224170,1,6,1,0,9929
168,174705559,0,6,3,0,7901
138,15265209109,1,3,7,0,7642
15,21823019170,0,7,3,0,2975
133,142199146198,1,3,6,0,9979
78,103195161220,1,1,0,1,991
103,11012395203,1,6,0,0,4100
154,2452021074,0,6,4,0,4766
6,913124178,0,5,5,0,8537
106,150203131125,0,1,7,0,9611
158,188226101250,0,2,3,0,41
28,1962027330,0,0,4,0,547
168,1671517345,0,5,2,0,3899
55,17114217205,0,1,0,0,7157
152,1185518683,1,4,6,0,1285
175,1943517467,0,4,2,0,4108
53,153174121221,0,1,5,0,7047
98,811962005,0,1,6,0,5993
131,1133370144,1,6,5,0,7660
134,21518615443,1,3,2,0,9997
93,2452329175,0,4,0,0,2257
77,179199189201,0,4,6,0,1129
48,178869535,0,3,5,0,34
48,178869574,0,3,0,0,735
142,27190108220,1,7,0,0,5714
150,2307120693,1,0,5,0,5551
117,189180246171,0,3,7,0,7487
28,16158246163,1,2,6,0,5590
81,221314182,1,4,2,0,7298
76,18065116202,0,5,1,0,9484
9,20711125116,0,0,4,0,9197
152,664822960,0,7,6,0,8704
58,139757155,0,1,0,0,5071
191,7718412910,0,2,7,0,4335
14,11112817356,1,6,2,0,4574
103,228188213195,0,3,7,0,2517
144,1783549221,0,5,4,0,7957
52,141233248139,1,6,4,0,7846
156,182836216,1,6,4,0,1035
14,11112817366,1,4,4,0,1192
129,1011234045,1,7,4,0,4831
132,621157209,1,4,6,0,7894
64,23321710,1,6,1,0,7464
106,150203131228,0,1,0,0,3018
5,22950249182,1,0,4,0,6
148,352083820,0,3,2,0,6490
173,18514085204,0,0,7,0,8954
33,7129181199,1,4,6,0,9297
22,226108209125,1,7,6,0,4544
42,16510549115,1,4,7,0,9284
196,2819125184,1,6,4,1,9565
144,55575478,0,3,0,0,7957
83,426756220,1,5,0,0,2615
33,19619396175,1,3,4,0,5328
112,3373141178,0,5,4,0,1647
83,426756171,1,6,0,0,896
21,1139885213,0,3,3,0,571
41,13012913877,1,4,5,0,2434
107,53151271,1,7,1,0,4908
96,170199164211,0,0,4,0,8704
149,14620279250,0,3,4,0,8760
5,206108176134,0,0,4,0,3052
91,61552516,1,4,5,0,6978
180,1041352020,0,4,4,0,1009
106,48234713,0,0,0,0,6608
140,27887570,0,0,5,0,5557
120,17991124159,1,5,0,0,1975
191,5251163164,1,6,1,0,4208
13,3553789,1,2,1,0,5767
99,751113688,1,5,2,0,4969
39,23917246177,1,4,1,0,2391
127,17249146239,1,6,7,1,9206
74,1831990215,1,1,7,0,8923
196,2272251543,0,5,5,1,2294
123,13797218193,0,2,6,0,3537
30,165118117199,0,2,2,0,5743
24,14111126235,0,0,7,0,5345
69,134238231207,1,3,4,0,958
53,2383743132,1,7,3,0,7886
91,61552595,1,2,2,0,6373
171,19510879112,1,4,4,0,1350
91,61552570,1,5,2,0,2274
92,31230183127,0,7,1,0,2620
160,438122632,1,4,4,0,3927
107,135113248113,1,6,3,0,2142
89,18119415286,0,2,3,0,4658
176,224213171226,1,2,4,0,2236
192,8952214235,1,6,4,0,7347
7,6314531240,0,7,6,0,2742
38,126216165232,1,7,3,0,5203
102,24157121129,0,0,3,0,7757
172,19910113131,1,7,3,0,6576
7,11823654134,1,0,7,0,8009
119,1501924552,0,2,3,0,212
178,92124511,0,5,4,0,7711
122,1571731834,1,0,3,0,634
101,83603717,0,7,3,0,4970
2,22222324990,1,3,7,0,6848
128,1132687253,1,3,1,0,4709
146,2145285140,1,0,4,0,845
125,606880238,1,5,0,0,3887
37,1722318438,1,0,6,0,9019
54,58172241192,0,0,7,0,3068
77,17919918988,0,1,0,0,6167
164,143231118112,0,5,0,0,8075
22,1104771134,0,5,5,0,6924
21,113988571,0,2,3,0,17
187,7816824190,0,4,2,0,3575
168,13216492232,0,2,3,0,7029
42,165105490,0,3,0,0,6020
80,1865156219,1,5,7,0,9390
152,6648229111,0,1,1,0,8863
2,235987992,0,7,6,0,7390
104,166280253,1,2,5,0,5685
41,1981923454,1,0,5,0,7968
25,531978965,0,4,6,0,9014
48,1788695114,0,7,4,0,6583
65,21115786248,0,7,1,0,4827
156,18283682,1,4,6,0,8729
108,15219011263,0,0,0,0,4455
54,219177190149,0,6,6,0,9263
64,233217101,1,5,5,0,2992
195,57114149209,0,6,6,0,8812
138,12033170129,0,7,5,0,394
135,2141616214,1,3,3,0,1442
82,88580126,0,1,0,0,5944
149,188133263,1,6,7,0,9802
21,139111147200,0,0,3,0,4471
147,2081425425,1,0,6,0,1964
3,21117415223,1,7,6,0,8570
186,4852131166,1,7,3,0,724
131,14919015389,0,0,4,0,1330
5,206108176128,1,5,7,0,1124
2,222223249152,0,7,2,0,9374
125,127124237,1,4,4,0,386
104,133125252140,0,3,6,0,1236
151,138211224130,1,4,4,0,6105
96,2438712741,0,2,7,0,2662
93,16088134134,0,5,3,0,9387
54,5817224169,1,2,3,0,6508
124,25217243220,0,0,4,0,2690
92,1661171186,1,5,7,0,5058
111,8920268217,1,5,4,0,448
15,229253138118,1,2,0,0,1759
129,13511710323,0,7,0,0,8229
190,191187155138,0,5,1,0,1004
164,2241129212,0,7,7,0,8921
11,232177254199,0,1,3,0,3638
125,606880183,0,7,1,0,9514
185,1487762161,1,3,2,0,6012
45,5712545179,0,3,7,0,3876
100,17718021121,0,5,0,0,7281
94,5112747250,0,3,0,0,4507
96,24387127127,0,5,4,0,2178
163,22422716567,1,7,2,0,4773
44,4556169105,0,7,2,0,1509
32,7819538170,1,3,3,0,768
187,78168241164,1,0,7,0,4663
79,10219515662,1,6,2,1,3446
95,922496770,0,7,2,0,9818
188,147245176147,1,3,1,0,8617
159,366419742,0,2,7,0,7660
128,80230109222,0,6,1,0,8138
177,239207184228,1,5,4,0,1129
107,158411621,0,4,7,0,211
101,6990149230,0,4,4,0,8507
183,236139189127,0,7,0,0,8793
111,892026849,0,2,1,0,6917
45,193249164232,0,6,1,0,92
95,92249677,0,6,3,0,4148
189,117203160227,1,1,1,0,4572
64,233217117,1,7,6,0,813
131,216147631,0,3,1,0,5707
108,101174233,0,0,5,0,9232
196,10717620972,1,2,2,1,4497
182,312418113,1,3,6,0,7930
47,183218114242,1,1,5,0,8979
45,5712545100,0,0,6,0,4774
72,56575154,0,4,7,0,170
6,91312428,1,0,0,0,9044
184,143126133139,1,3,0,0,5737
97,186207722,0,4,3,1,9287
93,1351233105,1,3,5,0,9798
74,18319901,1,6,3,0,3761
143,14410317232,1,7,1,0,7022
20,21114324429,1,4,5,0,1404
186,4852131215,0,5,6,0,4531
44,4919061195,0,3,3,0,3988
136,488068182,0,4,6,0,1206
177,1511142222,0,0,0,0,7306
157,58160173206,0,3,6,0,9180
192,18411337143,0,7,6,0,288
80,2165243131,1,4,4,0,9256
154,10108222227,0,0,1,0,6907
157,226174213244,1,1,6,0,8331
139,1752241568,1,5,2,0,3816
175,1943517470,0,0,5,0,1484
41,130129138106,1,0,6,0,7422
13,812215815,1,2,2,0,8614
119,15019245192,0,1,7,0,6301
11,159229235197,1,3,0,0,9278
107,1267623844,1,5,2,0,3810
82,95235244169,1,6,2,0,8080
33,19619396170,1,4,6,0,2778
9,512184516,0,4,5,0,8685
147,208142542,0,5,4,0,8746
101,82324550,0,1,3,0,8638
101,19518213461,1,5,6,0,6303
131,113337037,1,1,4,0,9952
89,180102176133,0,4,7,0,9195
59,1685913860,1,0,4,0,3426
159,3664197189,1,1,5,0,9771
114,241512188,0,6,2,0,2375
175,1943517431,1,6,6,0,2525
40,1751613749,1,0,4,0,8653
169,16517180134,1,5,3,0,828
189,102799818,0,5,5,0,1284
20,81138137180,1,4,7,0,7898
156,1828366,1,0,0,0,899
161,11020030149,0,5,2,0,7589
105,11313114252,1,2,6,0,4509
133,14916845196,1,6,5,0,2995
37,114162165208,0,6,6,0,8162
96,170199164158,0,6,6,0,5290
70,10720993114,1,4,7,0,8146
164,2241129208,0,3,1,0,1948
61,2183373151,0,5,4,0,5254
56,70112241179,1,3,6,0,5816
124,115991751,1,3,7,0,9876
109,6423619231,1,0,3,0,2624
82,3718019222,1,5,5,0,5480
38,126216165113,1,2,7,0,8117
175,19435174222,1,1,0,0,1266
100,2223871182,0,7,6,0,5753
191,77184129103,1,3,0,0,185
185,148776230,1,5,4,0,3341
143,14410317218,1,5,3,0,8416
99,23625135188,0,1,5,0,8677
71,129975591,0,3,3,0,7934
57,24120010410,0,1,1,0,2086
97,18620772154,1,6,4,1,370
61,218337312,0,6,4,0,5251
54,1076548109,0,2,1,0,4029
5,22950249120,1,2,5,0,7467
91,61552548,1,5,6,0,7897
98,7697100105,1,2,3,0,6810
122,23617849188,0,6,6,0,3184
45,1932491646,0,6,2,0,5286
189,216145119196,1,7,1,0,7063
195,57114149233,1,7,3,0,1608
73,7216123584,0,6,3,0,3620
113,4131164202,0,3,4,0,5836
60,7416198192,1,0,1,0,2193
150,5116495149,1,2,4,0,5491
55,502585231,1,4,2,0,4644
8,219200134234,0,6,1,0,898
191,7718412988,1,0,7,0,3235
129,2812340116,0,0,6,0,9553
61,2183373122,1,6,4,0,2197
190,7825200223,1,1,5,0,7468
91,61552536,1,1,1,0,6934
0,9410067183,1,6,0,0,3445
90,117115169,1,0,4,0,4092
37,11416216574,1,4,5,0,7480
13,205243136239,0,2,2,0,739
91,615525135,1,4,3,0,7212
127,13838517,1,5,5,1,6246
110,64159163184,1,0,1,0,8124
55,1671467193,0,7,2,0,4724
31,7949130167,0,0,2,0,2965
130,59246154160,1,5,6,0,7893
129,10112340237,1,5,1,0,3090
89,422123232,1,5,4,0,1694
162,4919321038,1,5,7,0,1502
93,10824285177,1,6,4,0,5553
101,195182134216,1,4,4,0,8302
143,144103172172,0,7,5,0,7843
98,769710087,0,5,5,0,2708
110,64159163241,0,3,4,0,7971
180,667910317,1,1,1,0,3358
95,21420022463,1,0,4,0,3112
162,7134148244,0,4,6,0,9400
78,103195161203,1,1,4,1,3539
80,15417172,1,3,4,0,6586
116,17125116138,0,2,0,0,9789
22,14319140156,1,2,3,0,2693
120,19923412614,0,0,5,0,914
172,1991011378,0,5,3,0,1159
3,10222462214,0,6,2,0,3280
32,11313859102,0,4,4,0,1673
161,643244194,0,2,5,0,7454
141,58170123116,1,0,1,0,2516
169,1651718039,0,0,1,0,1340
45,5712545181,0,1,0,0,8452
110,2523023490,1,1,1,0,3338
95,18423313472,1,0,1,0,2243
85,99178230164,0,6,7,0,2954
111,8920268203,0,0,2,0,7948
138,10260109173,1,1,4,0,575
20,211143244116,0,5,0,0,6993
71,5717023197,1,3,2,0,5140
114,9991170229,0,3,5,0,2082
16,1368848109,0,1,5,0,3759
113,413116421,1,2,7,0,9394
0,2002182113,1,7,4,0,9478
175,19435174177,0,0,7,0,6414
89,180102176252,1,1,5,0,3967
97,18620772240,1,0,5,1,8925
137,76192153216,1,4,5,0,8897
147,20814254205,1,6,0,0,4285
178,667917681,1,2,1,0,1122
148,352083826,1,1,7,0,5220
50,2344385182,0,5,7,0,7236
163,17710071152,1,5,1,0,4120
74,1831990144,1,5,6,0,6210
132,17515524039,1,4,1,0,1481
149,92106117245,0,4,1,0,4439
177,3222614326,1,6,1,0,1543
101,13872145183,0,3,7,0,2518
64,233217208,0,7,7,0,3527
28,504821933,0,5,7,0,7629
118,234382240,0,1,1,1,2823
179,175895695,1,0,7,0,9004
101,1387214527,0,1,7,0,5698
109,671248699,1,3,6,0,3690
116,18017672147,0,1,1,0,2660
85,968598235,0,2,2,0,7843
152,80172128115,0,3,5,0,4636
71,129975547,0,1,4,0,5444
118,23438224226,1,6,5,1,9528
31,196235230152,1,1,4,0,2209
2,2359879164,0,7,2,0,7088
84,5124263150,0,4,5,0,1448
129,13511710355,1,4,6,0,2913
52,27124159164,0,2,7,0,3544
29,12115190194,1,5,7,0,3425
161,13417684119,0,6,0,0,7085
47,118237220144,0,5,6,0,2235
190,108105665,1,0,4,0,5999
87,1732431799,0,0,2,0,5820
8,2057721180,1,0,2,0,5089
76,18065116141,0,4,3,0,1078
106,4823471110,1,7,5,0,9723
155,244222137252,1,4,5,0,4078
31,20111670163,0,2,2,0,9295
149,1881332132,1,6,3,0,4214
37,298415521,1,5,0,0,2047
149,188133226,1,0,5,0,7221
30,720490208,1,4,3,0,5777
70,1072099386,1,4,2,0,9353
74,1831990109,0,0,4,0,5673
5,1043361242,0,7,3,0,62
92,511036433,0,7,0,0,3644
75,6961619,0,1,4,0,9737
24,403513224,0,4,5,0,1543
30,15420268197,1,4,7,0,3836
140,278875213,1,3,2,0,1910
35,1791718110,1,0,6,0,4189
4,1801035119,0,7,2,0,1901
172,4316423745,0,4,0,0,165
171,215236299,1,7,2,0,6211
104,20423744128,0,0,2,0,2885
72,56575230,0,0,5,0,9602
33,3743193211,0,3,4,0,6374
6,41522062,1,5,3,0,8594
93,1351233115,1,2,3,0,7274
67,12841208245,1,7,2,0,6905
181,447973158,0,5,6,0,1072
134,21518615453,0,3,5,0,2631
56,70112241230,0,6,2,0,2173
129,1234562145,0,6,6,0,9086
136,188175172161,0,0,5,0,8499
130,13012159200,1,7,4,0,7867
59,2181323965,0,1,6,0,8853
160,1862184110,1,3,5,0,6195
49,26110246206,1,2,0,0,1736
191,1102944242,0,6,0,0,5307
181,133141125143,1,1,3,0,7849
138,12033170158,1,5,5,0,2018
132,621157140,0,2,5,0,6637
172,19910113181,1,5,0,0,8087
138,2187516930,1,7,3,0,1798
106,150203131220,1,3,6,0,607
103,1285317514,1,2,4,0,8421
3,10222462157,1,4,3,0,4314
133,15419143104,1,4,1,0,9061
194,8810193242,1,3,6,0,9560
118,2343822415,0,3,3,1,8959
133,17311723215,0,5,4,0,2891
25,174162220136,1,3,1,0,5317
105,113131142113,1,7,5,0,2259
84,1702473195,1,2,2,0,7472
57,736244231,1,6,1,0,5207
77,179199189186,1,0,2,0,4053
44,24019117120,0,5,1,0,1511
62,83471361,1,5,1,0,8215
47,183218114231,1,6,6,0,2031
3,232628131,1,3,5,0,8157
81,15024322752,0,7,0,0,8596
152,21460183136,1,7,7,0,3468
179,1758956203,0,7,1,0,3467
52,4136130183,0,3,5,0,1677
96,18024816211,0,6,2,0,5189
13,20524313678,0,7,1,0,6462
112,31873467,1,7,6,0,9613
60,23612581100,0,3,4,0,9797
110,1353062131,1,3,7,0,4837
27,142161199210,0,0,7,0,53
40,149162240209,0,0,6,0,557
179,1755219790,1,1,2,0,7352
81,23241494,1,2,5,0,8240
182,22822117098,1,4,3,0,967
132,13413014546,0,1,7,0,533
81,550234161,1,0,7,0,338
69,134238231254,1,2,2,0,4993
141,95381727,0,7,7,0,237
63,19520500,1,3,2,0,9989
106,150203131214,0,4,0,0,461
55,198194188,1,2,6,0,9663
79,81104,0,6,5,1,284
91,61552589,1,3,4,0,9420
13,1461851421,0,5,7,0,2686
67,128412083,0,3,4,0,1092
67,1741816539,1,1,7,0,1423
138,1399317183,0,6,5,0,2139
132,175155240199,1,6,2,0,2473
4,1801035171,1,0,3,0,2152
175,1943517413,1,3,4,0,5286
81,173198199152,1,6,0,0,9403
155,24422213764,0,7,5,0,5183
61,218337387,1,2,0,0,7665
33,16460129156,1,7,5,0,1148
190,1081056124,1,6,5,0,7948
160,1916692233,1,6,3,0,1836
33,9824243212,1,0,3,0,4518
182,184224140237,0,3,3,0,7513
46,18310418211,0,5,1,0,4809
33,160232212191,0,4,1,0,3560
47,207190152219,1,5,2,0,116
69,22188108164,0,7,6,0,6838
191,87123237239,0,0,1,0,3286
2,22222324964,0,4,5,0,6616
187,18378235221,0,6,0,0,5842
89,18119415229,0,5,5,0,8376
82,88580131,0,3,3,0,437
194,8810193202,0,2,6,0,7560
113,17214949122,1,3,5,0,3087
94,20913032158,1,4,4,0,916
133,14916845231,0,0,1,0,1004
158,4442141221,1,6,3,0,3797
157,226174213127,0,4,2,0,4834
20,20592217,1,3,5,0,4383
180,1632872171,1,4,0,0,9580
54,5817224115,1,0,7,0,970
33,3743193210,1,1,1,0,9179
170,12545199170,1,1,5,1,9062
84,5124263237,0,4,1,0,6615
51,221153152200,1,4,1,0,5737
42,16510549202,0,4,3,0,4589
46,183104182102,1,7,4,0,932
165,13016113496,1,2,6,0,2988
86,15421110137,1,3,4,0,5961
42,1651054946,0,4,1,0,6409
12,5018363235,0,0,1,0,783
4,13010184177,1,7,6,0,2500
39,84185224119,1,3,1,0,2995
151,343844151,1,7,6,0,844
162,230153237187,1,2,3,0,456
174,138148342,1,7,7,0,6951
152,1391231793,1,4,1,0,5079
76,2313034202,1,2,2,0,5083
124,10368245,0,4,2,0,5788
136,48806858,0,3,5,0,8813
114,18798167182,1,5,7,0,7607
35,2171424121,0,7,4,0,8036
100,8720547195,0,5,6,0,3313
139,284718256,0,3,0,0,5889
123,223168187251,0,1,2,0,6291
34,99113214,1,1,5,0,3009
67,12841208222,1,3,3,0,1850
136,48806845,0,7,7,0,8528
119,1501924532,0,4,3,0,758
166,127233196241,1,1,1,1,4632
131,72214182218,0,6,3,0,2244
120,8124098216,1,0,4,0,7311
75,20013315293,0,2,5,0,6767
51,221153152214,0,1,6,0,3080
143,144103172117,0,7,4,0,3290
16,136884862,1,1,6,0,1449
78,103195161146,0,1,7,1,5603
102,24157121109,1,5,6,0,5899
96,13621129217,0,6,2,0,6135
160,16110717191,0,7,5,0,7965
153,7318213154,1,3,0,0,9116
24,119613323,0,7,0,0,510
168,1747055203,1,2,2,0,7030
40,17516137164,0,5,7,0,7932
69,134238231124,1,5,4,0,8444
169,16517180200,1,5,0,0,2786
148,352083832,1,4,5,0,1044
107,204233206192,0,6,3,0,6517
4,1801035226,1,5,0,0,3121
155,244222137193,1,3,3,0,4966
167,11115324082,1,6,4,0,1137
34,223725131,1,2,4,0,6706
67,17418165196,0,0,2,0,5716
184,18412025186,1,4,4,0,8791
63,1952050225,0,7,1,0,2103
191,16015459243,1,2,7,0,1977
87,139148102124,1,3,0,0,2708
188,147245176219,0,2,1,0,4955
9,1418315752,0,6,1,0,5893
42,1651054923,1,6,1,0,7545
51,40124111221,1,1,1,0,3785
1,1016876,0,6,1,0,3582
172,43164237120,1,6,4,0,8217
114,18798167198,1,6,3,0,7125
114,241512125,1,1,2,0,9948
95,2142002248,1,3,3,0,7122
132,175155240246,0,1,5,0,488
185,5424015868,0,5,5,0,1568
88,522141197,0,2,7,0,5057
49,26110246137,0,3,1,0,8208
89,180102176139,0,1,1,0,4718
64,233217220,1,0,7,0,8834
30,165118117145,1,2,6,0,864
139,871829732,0,2,2,0,2419
147,20814254188,1,3,3,0,5591
113,1721494923,1,3,2,0,1675
130,1218980107,0,7,4,0,9016
0,8522054137,1,1,5,0,7619
71,571702373,1,5,6,0,7580
99,23625135172,0,7,3,0,2657
125,606880145,1,6,5,0,3303
156,182836243,0,5,5,0,5010
71,5717023172,1,1,4,0,8032
148,3520838172,1,6,7,0,446
153,1148520081,1,6,0,0,5284
18,205253190105,1,5,0,0,9633
73,82235253112,0,7,4,0,8159
73,19538129171,0,3,2,0,8650
153,7318213120,1,2,5,0,5494
100,8720547121,0,7,1,0,4993
17,16820124192,1,0,6,0,9976
2,22222324985,0,1,3,0,3550
146,2415365202,1,6,6,0,9967
191,1332211222,0,5,1,0,6595
125,12712497,1,4,1,0,7608
34,182194249182,1,5,5,0,5342
72,1091766150,1,2,5,0,3251
40,22024741109,0,1,3,0,2397
140,278875208,1,3,2,0,5433
2,2359879130,0,0,3,0,3724
174,15621720161,0,5,3,0,2787
8,802412688,1,2,6,0,3871
121,6319625019,1,0,5,0,5015
11,159229235221,1,5,4,0,8956
57,24120010412,0,4,2,0,9172
186,224113160223,1,1,2,0,7742
110,6415916395,1,0,0,0,1704
93,135123399,0,1,6,0,6205
155,244222137225,1,1,4,0,3339
71,5717023123,1,2,3,0,9355
82,378515367,1,7,3,0,1830
13,812215835,0,2,6,0,5512
195,57114149192,0,4,5,0,8352
14,111128173134,0,6,2,0,6243
102,2415712159,0,5,2,0,4710
154,24520210166,1,3,0,0,9007
46,183104182128,1,4,3,0,8061
131,1133370124,0,2,0,0,1251
98,769710027,1,1,4,0,7529
185,148776279,1,7,6,0,1951
185,54240158206,1,3,4,0,7601
158,18822610199,0,4,0,0,4652
101,228123165124,0,6,7,0,8560
133,1045862227,1,5,1,0,2190
95,184233134156,1,0,6,0,5494
93,97168207127,1,5,5,0,8419
151,138211224170,1,4,4,0,3575
50,2344385186,0,3,7,0,2887
128,72869205,0,4,4,0,7503
26,353114338,1,6,3,0,7239
46,183104182222,1,0,1,0,5340
126,682042697,1,6,4,0,3057
66,206163205129,0,5,5,0,2879
1,17922015752,1,6,1,0,955
110,25230234145,1,2,0,0,2264
122,10123499234,0,7,6,0,4087
50,2344385186,0,5,5,0,2942
92,3123018391,0,0,5,0,8895
16,17024623378,1,2,2,0,7741
184,20677147137,1,7,6,0,9005
7,6314531178,1,6,4,0,8245
152,8017212885,0,4,1,0,7530
73,238128218123,1,0,7,0,9432
44,491906129,1,0,0,0,2372
1,79953242,1,2,1,0,8541
125,60688044,0,1,3,0,2781
169,1651718021,1,1,6,0,4124
95,184233134137,1,7,3,0,4275
12,50212172249,0,4,2,0,8893
32,23616824936,1,3,2,0,4275
85,99178230119,0,1,1,0,7727
165,130161134217,1,0,2,0,1330
170,1416116019,0,3,1,1,8723
180,171124185,0,5,5,0,3217
24,119613393,1,6,0,0,8617
25,1662321842,1,6,4,0,6702
171,79251182222,1,5,7,0,1680
195,57114149124,0,2,4,0,5604
93,18812124557,0,4,6,0,4204
193,2352272177,0,0,6,0,6116
5,1043361116,0,2,6,0,3519
153,7318213218,1,4,5,0,8957
137,14814619846,0,1,3,0,3314
98,81196200151,1,2,0,0,7165
20,81138137247,1,1,5,0,955
67,12841208133,1,5,6,0,7012
13,35537137,1,5,7,0,5577
188,22669195159,0,7,1,0,5454
48,1788695137,1,4,0,0,86
115,118292973,0,1,7,0,6
